Awscenter BMKG;;;;;;;;;;;;;;;;;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 01:57;0;3.1;4.2;225;31.8;31.8;31.7;58.5;1011.2;806.1;806;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 01:58;0;4.1;4.1;292;31.8;31.8;31.7;57.7;1010.5;808;808;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 01:59;0;2.4;4.3;276;31.8;31.8;31.7;57.4;1011.3;808;808;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:00;0;2.9;4;244;31.8;31.7;31.7;57.9;1010.5;824.6;826;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:01;0;1.3;2.8;201;31.9;31.9;31.8;58;1010.9;835.8;836;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:02;0;2.2;3.1;230;32;31.9;31.9;57.9;1011.1;843.2;843;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:03;0;2.3;2.3;221;32;31.9;31.9;57.9;1010.3;854.3;854;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:04;0;3.1;3.1;239;32;32;32;57.1;1011.2;876.5;877;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:05;0;3;3.7;270;32.2;32.1;32.1;57.5;1010.4;883.9;884;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:06;0;1.9;1.9;281;32.3;32.3;32.1;57.1;1010.9;911.7;912;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:07;0;2.2;3;310;32.4;32.3;32.3;56.2;1010.7;954.4;954;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:08;0;2.5;2.9;351;32.3;32.3;32.2;56.2;1010.5;985.9;986;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:09;0;1.3;2.2;287;32.3;32.3;32.2;57.3;1011;1002.5;1003;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:10;0;0;2.2;0;32.5;32.5;32.4;56.3;1010.2;1047;1047;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:11;0;0.6;0.6;101;32.7;32.7;32.5;56.1;1010.9;717.2;1054;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:12;0;1.2;1.2;231;32.8;32.8;32.6;55.6;1010.5;607.8;927;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:13;0;1.4;1.9;253;32.8;32.6;32.6;54.4;1010.6;943.2;991;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:14;0;1.7;1.8;244;32.6;32.6;32.5;54.8;1010.8;941.4;1093;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:15;0;2.5;2.5;223;32.8;32.8;32.6;54.3;1010;1010;1162;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:16;0;2.2;2.8;312;32.9;32.7;32.7;53.3;1010.7;770.9;1106;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:17;0;0.5;2.2;221;32.7;32.5;32.5;52.9;1010.4;1069.3;1069;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:18;0;1.3;2;307;32.6;32.6;32.5;54;1010.7;602.3;1067;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:19;0;4.6;6.2;266;32.8;32.7;32.6;52.6;1010.8;872.9;1017;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:20;0;2.2;4.1;287;32.7;32.6;32.6;54;1010.2;824.7;1149;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:21;0;1.7;4.3;248;32.8;32.8;32.7;53.1;1010.9;987.8;1090;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:22;0;1;2.5;309;32.8;32.8;32.7;53.7;1010.1;1010;1040;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:23;0;1.5;1.5;299;32.9;32.9;32.8;52.4;1010.8;960;1051;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:24;0;0.8;2.3;42;33;32.9;32.8;53.1;1010.3;1028.6;1029;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:25;0;2.7;4;261;33;32.9;32.9;52.4;1010.5;1134.2;1134;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:26;0;1.6;3.4;256;32.9;32.7;32.7;52.4;1010.7;1139.8;1147;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:27;0;2.5;2.8;190;32.8;32.7;32.7;52.8;1010.2;841.4;1080;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:28;0;0.7;3.4;206;32.7;32.5;32.5;52.2;1010.9;1136.1;1136;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:29;0;3.1;3.1;235;32.5;32.5;32.4;52.6;1010.3;1206.5;1207;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:30;0;1.5;2.7;227;32.6;32.6;32.5;52.4;1010.6;1202.8;1221;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:31;0;2.7;3.5;264;32.9;32.9;32.7;51.9;1010.8;1243.6;1244;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:32;0;1.4;2.5;314;33.1;33.1;33;50.6;1010.4;1147.2;1236;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:33;0;1.8;2.2;181;33.1;33.1;33.1;50.9;1010.9;1139.8;1140;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:34;0;0.8;1.9;6;33.2;33.2;33;51.1;1010.3;1006.4;1177;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:35;0;2.7;2.7;291;33.3;33.2;33.1;50.7;1010.9;595;916;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:36;0;1.3;2.6;170;33.2;33.2;33.1;52.1;1010.3;654.3;654.3;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:37;0;2.2;3.7;247;33.2;33.1;33.1;52.1;1010.4;793.3;1062;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:38;0;2.1;3.5;294;33.2;33.1;33;51.8;1010.7;1265.9;1266;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:39;0;3.3;3.9;272;33.1;33;33;52.4;1010.3;1149.2;1305;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:40;0;2.2;3.1;270;33.1;32.9;32.9;51.4;1011.1;732.1;877;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:41;0;1.1;2.6;303;33;33;32.9;52;1010;572.7;772.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:42;0;0;1.7;0;33;32.9;32.9;52.4;1011.6;1002.8;1051;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:43;0;2.2;2.5;221;33.1;33.1;32.9;53.2;1010.3;680.3;1270;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:44;0;1.5;1.6;297;33.1;33;33;51.9;1010.5;639.5;717.3;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:45;0;3.4;3.4;231;33.2;33.1;33;51.7;1010.9;502.3;591.3;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:46;0;1.3;3.4;272;33.2;33.1;33.1;53.1;1010.1;646.9;646.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:47;0;2.1;3.4;195;33.2;33.2;33.2;53.6;1011;1047.3;1125;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:48;0;2.9;3.7;252;33.4;33.3;33.2;51.4;1010.1;958.3;1094;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:49;0;2;3.5;306;33.4;33.4;33.3;51.3;1011;1329;1329;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:50;0;3.7;3.7;260;33.5;33.5;33.3;51.4;1010.5;913.8;1262;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:51;0;1.7;5.2;272;33.6;33.4;33.4;51.8;1010.6;719.2;1044;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:52;0;1.6;2.5;285;33.4;33.1;33.1;49.7;1010.9;1310.6;1311;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:53;0;1.5;2.2;220;33.1;33.1;33;52.2;1010.1;843.4;1370;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:54;0;2.4;4;215;33.3;33.2;33.2;51.1;1010.9;735.9;825;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:55;0;2;3.1;233;33.2;33.2;33.1;50.4;1010.2;991.7;992;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:56;0;1.6;3.4;286;33.2;33.2;33.1;51.4;1011.2;758.2;1062;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:57;0;2.9;4.2;241;33.2;33.1;33.1;50.3;1010.7;591.3;695.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:58;0;1.7;3.7;297;33.1;33;32.9;51.4;1010.5;1147.4;1147;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 02:59;0;1.3;1.5;246;33;32.9;32.9;51.1;1011;721.1;981;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:00;0;1.9;1.9;216;33;33;33;51.5;1010.2;713.7;868;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:01;0;1.5;2.9;294;33;32.9;32.9;52.4;1010.9;810.1;810;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:02;0;1;1.9;286;33.1;33.1;32.9;53.3;1010.3;1210.5;1248;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:03;0;1.8;1.8;240;33.3;33.3;33.1;51;1010.7;1151.2;1329;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:04;0;2.3;2.3;189;33.5;33.5;33.3;50.6;1010.7;1062.2;1283;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:05;0;1.5;2.8;187;33.8;33.6;33.6;51.2;1010.5;1039.9;1066;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:06;0;1.3;1.3;297;33.7;33.7;33.7;51.1;1010.4;639.5;910;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:07;0;1.3;2.1;19;33.7;33.6;33.6;52.4;1010.2;704.4;735.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:08;0;2;2.5;250;33.6;33.5;33.4;52.2;1011.1;884.2;925;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:09;0;3.1;3.2;218;33.6;33.6;33.5;51.9;1010.3;884.2;940;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:10;0;3.6;4.4;311;33.6;33.4;33.4;51.6;1010.9;854.6;910;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:11;0;1.2;3.7;6;33.5;33.1;33.1;52.1;1010.7;1199.4;1299;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:12;0;1.5;2.4;205;33.1;33.1;33.1;53.4;1010.4;1062.2;1070;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:13;0;2.9;2.9;265;33.5;33.3;33.2;50.8;1010.9;958.4;1227;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:14;0;1;3.2;274;33.5;33.5;33.3;52.2;1010.2;750.8;936;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:15;0;1.6;2.2;212;33.8;33.8;33.5;51.2;1010.8;743.4;743.4;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:16;0;0.6;2.4;85;33.9;33.7;33.7;50.9;1010.4;650.7;773;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:17;0;0.7;2;300;33.6;33.5;33.5;50.6;1010.7;613.6;643.3;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:18;0;1.4;1.6;295;33.5;33.5;33.5;50.6;1010.9;624.7;624.7;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:19;0;0.7;1.6;46;33.6;33.4;33.4;50.1;1010.1;517.2;621;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:20;0;1;1.2;86;33.5;33.4;33.4;51.5;1011;444.9;498.7;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:21;0;0.8;1;332;33.6;33.6;33.4;51.6;1010.4;443;443;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:22;0;1.6;1.6;263;33.5;33.5;33.4;51.8;1011;457.9;457.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:23;0;0.9;1.4;223;33.5;33.4;33.4;52;1010.5;461.6;461.6;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:24;0;2.2;3.4;232;33.4;33.1;33.1;53;1010.8;506.1;506.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:25;0;2.6;2.9;214;33.1;32.8;32.8;52.4;1010.8;532;532;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:26;0;1.2;2;268;32.8;32.7;32.7;53.2;1010.3;524.6;858;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:27;0;2.7;2.7;234;33;32.9;32.8;53.6;1011;506.1;515.3;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:28;0;0.4;1;220;33.1;33.1;32.9;52.6;1010.2;546.9;554.3;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:29;0;0.8;1.4;341;33.1;33.1;33;51.9;1011.2;502.4;532;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:30;0;1;1.9;327;33.1;32.9;32.9;52.4;1010.6;506.1;506.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:31;0;0.7;1.9;264;33;33;32.9;53;1010.8;659.9;659.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:32;0;2.5;2.5;290;33.1;33.1;32.9;51.9;1010.8;558;1199;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:33;0;0.5;3.1;263;33;32.8;32.8;52.5;1010.2;480.1;517.2;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:34;0;2.2;2.3;336;32.8;32.7;32.7;53;1010.9;469;487.5;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:35;0;1.3;1.6;287;32.8;32.7;32.7;53.2;1010.1;450.5;855;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:36;0;1.3;2.5;351;32.8;32.8;32.7;53.7;1010.8;418.9;431.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:37;0;0.9;1.7;351;32.9;32.9;32.8;54.5;1010.4;398.6;417.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:38;0;1.9;3.7;285;32.9;32.9;32.9;53.3;1010.5;404.1;404.1;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:39;0;1.4;2.2;293;32.8;32.7;32.6;54.6;1010.8;406;406;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:40;0;0.9;1.5;245;32.8;32.7;32.7;54.8;1010.4;413.4;413.4;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:41;0;1.3;1.4;231;32.9;32.8;32.8;53.8;1010.9;428.2;428.2;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:42;0;2.1;3.1;240;33;32.8;32.8;54.3;1010.1;507.9;507.9;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:43;0;2.2;3.1;253;32.9;32.8;32.8;54.4;1010.8;556.1;639.5;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:44;0;2.1;3.4;213;32.8;32.7;32.7;54.3;1010.4;446.8;524.6;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 03:45;0;2.5;2.7;299;32.8;32.7;32.6;54.7;1010.4;435.6;476.4;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 19:49;7;0;0.7;0;25.3;25.2;25.2;96.6;1009.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 19:50;7;0;0.3;0;25.3;25.3;25.2;96.7;1009.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 19:51;7.2;0;0;0;25.3;25.2;25.2;96.7;1009.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 19:52;7.2;0;0;0;25.3;25.3;25.2;96.8;1009.9;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 19:53;7.2;0;0;0;25.4;25.3;25.2;96.7;1009.2;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 19:54;7.2;0;0;0;25.4;25.3;25.2;96.8;1009.3;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 19:55;7.4;0;0;0;25.3;25.2;25.2;96.8;1009.8;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 19:56;7.4;0;0;0;25.3;25.2;25.2;96.8;1009;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 19:57;7.4;0;0;0;25.3;25.2;25.2;96.7;1009.5;0;0;;;;;;;;;
STA2181;AWS Stamet 745 Kemayoran;-6.155.946;1.068.423;3;01/03/2021 19:58;7.4;0;0;0;25.2;25.2;25.1;96.7;1009.5;0;0;;;;;;;;;
